-2.33	-10.0	-17.320508	#cf00b3
-2.33	-11.0	-19.052559	#d500b8
-2.33	-12.0	-20.78461	#da00be
-0.48	2.0	0.0	#99937b
-0.48	1.732051	1.0	#8c967e
-0.48	1.0	1.732051	#7f9886
-0.48	0.0	2.0	#769790
-0.48	-1.0	1.732051	#75959a
-0.48	-1.732051	1.0	#7c91a0
-0.48	-2.0	0.0	#878da2
-0.48	-1.732051	-1.0	#948a9e
-0.48	-1.0	-1.732051	#9f8897
-0.48	-0.0	-2.0	#a5888d
-0.48	1.0	-1.732051	#a68a83
-0.48	1.732051	-1.0	#a28e7d
-0.48	4.0	-0.0	#a19464
-0.48	3.464102	2.0	#889b6c
-0.48	2.0	3.464102	#6a9f7c
-0.48	0.0	4.0	#529d91
-0.48	-2.0	3.464102	#5098a3
-0.48	-3.464102	2.0	#6491b0
-0.48	-4.0	0.0	#7f89b3
-0.48	-3.464102	-2.0	#9883ad
-0.48	-2.0	-3.464102	#ab7f9e
-0.48	-0.0	-4.0	#b67f8a
-0.48	2.0	-3.464102	#b98376
-0.48	3.464102	-2.0	#b28a68
-0.48	6.0	0.0	#a99348
-0.48	5.196152	3.0	#829f56
-0.48	3.0	5.196152	#4ca471
-0.48	0.0	6.0	#00a290
-0.48	-3.0	5.196152	#009bac
-0.48	-5.196152	3.0	#4690bf
-0.48	-6.0	0.0	#7685c5
-0.48	-5.196152	-3.0	#9b7bbb
-0.48	-3.0	-5.196152	#b675a5
-0.48	-0.0	-6.0	#c57487
-0.48	3.0	-5.196152	#c87968
-0.48	5.196152	-3.0	#bf8450
-0.48	8.0	-0.0	#af921e
-0.48	6.928203	4.0	#7ca239
-0.48	4.0	6.928203	#01a763
-0.48	0.0	8.0	#00a68f
-0.48	-4.0	6.928203	#009db5
-0.48	-6.928203	4.0	#0e8ece
-0.48	-8.0	0.0	#6f7fd5
-0.48	-6.928203	-4.0	#9f73c9
-0.48	-4.0	-6.928203	#c06bab
-0.48	-0.0	-8.0	#d26883
-0.48	4.0	-6.928203	#d56d58
-0.48	6.928203	-4.0	#ca7d32
-0.48	10.0	0.0	#b58f00
-0.48	8.660254	5.0	#74a300
-0.48	5.0	8.660254	#00a850
-0.48	0.0	10.0	#00a88c
-0.48	-5.0	8.660254	#009ebd
-0.48	-8.660254	5.0	#008cdd
-0.48	-10.0	0.0	#697ae6
-0.48	-8.660254	-5.0	#a36ad7
-0.48	-5.0	-8.660254	#c95fb2
-0.48	-0.0	-10.0	#dd5a7e
-0.48	5.0	-8.660254	#df5f46
-0.48	8.660254	-5.0	#d37300
-0.48	10.392305	6.0	#6ba200
-0.48	6.0	10.392305	#00a335
-0.48	0.0	12.0	#00a888
-0.48	-6.0	10.392305	#009ec4
-0.48	-10.392305	6.0	#0089eb
-0.48	-10.392305	-6.0	#a760e5
-0.48	-6.0	-10.392305	#d152b8
-0.48	-0.0	-12.0	#e64b79
-0.48	6.0	-10.392305	#e64f32
-0.48	0.0	14.0	#00a783
-0.48	-7.0	12.124356	#009ecc
-0.48	-7.0	-12.124356	#d943be
-0.48	-0.0	-14.0	#ee3774
-0.48	7.0	-12.124356	#eb3a18
-0.48	-8.0	-13.856406	#e12fc3
-0.48	-9.0	-15.588457	#e806c9
-0.48	-10.0	-17.320508	#ee00cf
1.78	2.0	0.0	#b3ad96
1.78	1.732051	1.0	#a7b099
1.78	1.0	1.732051	#9ab2a1
1.78	0.0	2.0	#92b2ab
1.78	-1.0	1.732051	#90afb4
1.78	-1.732051	1.0	#97acba
1.78	-2.0	0.0	#a2a8bc
1.78	-1.732051	-1.0	#aea4b8
1.78	-1.0	-1.732051	#b9a3b1
1.78	-0.0	-2.0	#bfa3a7
1.78	1.0	-1.732051	#c1a59e
1.78	1.732051	-1.0	#bca997
1.78	4.0	0.0	#bbae80
1.78	3.464102	2.0	#a2b688
1.78	2.0	3.464102	#86b997
1.78	0.0	4.0	#72b8ab
1.78	-2.0	3.464102	#70b3bd
1.78	-3.464102	2.0	#80acca
1.78	-4.0	0.0	#99a4cd
1.78	-3.464102	-2.0	#b29ec7
1.78	-2.0	-3.464102	#c59ab8
1.78	-0.0	-4.0	#d19aa5
1.78	2.0	-3.464102	#d39e92
1.78	3.464102	-2.0	#cca584
1.78	6.0	0.0	#c3af68
1.78	5.196152	3.0	#9eba74
1.78	3.0	5.196152	#6ebf8d
1.78	0.0	6.0	#40bdab
1.78	-3.0	5.196152	#3eb6c6
1.78	-5.196152	3.0	#66abd9
1.78	-6.0	0.0	#91a0de
1.78	-5.196152	-3.0	#b596d5
1.78	-3.0	-5.196152	#d091bf
1.78	-0.0	-6.0	#e090a2
1.78	3.0	-5.196152	#e49584
1.78	5.196152	-3.0	#daa06e
1.78	8.0	0.0	#caae49
1.78	6.928203	4.0	#98bd5c
1.78	4.0	6.928203	#4ac381
1.78	0.0	8.0	#00c1aa
1.78	-4.0	6.928203	#00b8cf
1.78	-6.928203	4.0	#44aae7
1.78	-8.0	0.0	#899bef
1.78	-6.928203	-4.0	#b98fe2
