zip	latitude	longitude
27609	35.8	-78.6
27610	35.8	-78.6
27611	35.8	-78.6
27612	35.9	-78.7
27613	35.9	-78.7
27614	35.9	-78.6
27615	35.9	-78.6
27616	35.9	-78.5
27617	35.9	-78.7
27619	35.9	-78.6
27620	35.8	-78.6
27621	35.8	-78.6
27622	35.8	-78.6
27623	35.8	-78.6
27624	35.8	-78.6
27625	35.8	-78.6
27626	35.8	-78.6
27627	35.8	-78.6
27628	35.8	-78.6
27629	35.8	-78.6
27634	35.8	-78.6
27635	35.8	-78.6
27636	35.8	-78.6
27640	35.8	-78.6
27650	35.8	-78.6
27656	35.8	-78.6
27658	35.8	-78.6
27661	35.8	-78.6
27668	35.8	-78.6
27675	35.8	-78.6
27676	35.8	-78.6
27690	35.8	-78.6
27695	35.8	-78.6
27697	35.8	-78.6
27698	35.8	-78.6
27699	35.8	-78.6
27701	36.0	-78.9
27702	36.1	-78.9
27703	36.0	-78.8
27704	36.0	-78.9
27705	36.0	-78.9
27706	36.0	-78.9
27707	36.0	-78.9
27708	36.0	-78.9
27709	36.1	-78.9
27710	36.1	-78.9
27711	36.1	-78.9
27712	36.1	-78.9
27713	35.9	-78.9
27715	36.1	-78.9
27717	36.1	-78.9
27722	36.0	-78.9
27801	35.9	-77.8
27802	35.9	-77.8
27803	35.9	-77.8
27804	36.0	-77.8
27805	36.1	-77.1
27806	35.3	-76.8
27807	35.8	-78.1
27808	35.5	-76.8
27809	36.0	-77.7
27810	35.4	-76.6
27811	35.6	-77.5
27812	35.8	-77.4
27813	35.6	-77.9
27814	35.4	-76.9
27815	35.9	-77.8
27816	36.1	-78.1
27817	35.5	-77.1
27818	36.5	-77.0
27819	35.8	-77.5
27820	36.4	-77.3
27821	35.3	-76.9
27822	35.8	-77.9
27823	36.2	-77.7
27824	35.5	-76.0
27825	35.8	-77.2
27826	35.6	-76.2
27827	35.7	-77.5
27828	35.6	-77.6
27829	35.7	-77.6
27830	35.6	-78.0
27831	36.5	-77.6
27832	36.5	-77.6
27833	35.6	-77.4
27834	35.6	-77.4
27835	35.6	-77.4
27836	35.6	-77.4
27837	35.6	-77.3
27839	36.3	-77.6
27840	35.9	-77.2
27841	35.9	-77.3
27842	36.5	-77.9
27843	36.1	-77.4
27844	36.3	-77.9
27845	36.4	-77.4
27846	35.8	-76.9
27847	36.2	-77.2
27849	36.1	-77.1
27850	36.4	-77.9
27851	35.6	-78.0
27852	35.8	-77.7
27853	36.5	-77.3
27855	36.4	-77.1
27856	36.0	-78.0
27857	36.0	-77.3
27858	35.6	-77.3
27860	35.6	-76.7
27861	35.8	-77.3
27862	36.5	-77.2
27863	35.5	-78.0
27864	35.8	-77.6
27865	35.6	-76.8
27866	36.5	-77.5
27867	36.4	-77.2
27868	36.1	-77.9
27869	36.3	-77.3
27870	36.4	-77.7
27871	35.8	-77.3
27872	36.2	-77.3
27873	35.7	-77.8
27874	36.1	-77.4
27875	35.5	-76.5
27876	36.5	-77.4
27877	36.5	-77.2
27878	35.9	-77.8
27879	35.6	-77.3
27880	35.7	-78.1
27881	36.0	-77.4
27882	35.9	-78.1
27883	35.6	-77.8
27884	35.7	-77.3
27885	35.4	-76.3
27886	35.9	-77.5
27887	36.2	-77.5
27888	35.6	-77.7
27889	35.6	-77.1
27890	36.4	-77.6
27891	36.1	-77.7
27892	35.8	-77.1
27893	35.7	-77.9
27894	35.7	-77.9
27895	35.7	-77.9
27896	35.8	-78.0
27897	36.3	-77.2
27906	36.3	-76.2
27907	36.3	-76.3
27909	36.3	-76.2
27910	36.3	-77.0
27915	35.4	-75.5
27916	36.3	-75.9
27917	36.4	-76.0
27919	36.3	-76.5
27920	35.3	-75.5
27921	36.3	-76.2
27922	36.3	-76.9
27923	36.4	-75.9
27924	36.2	-76.9
27925	35.9	-76.2
27926	36.5	-76.6
27927	36.3	-75.8
27928	35.9	-76.4
27929	36.4	-76.0
27930	36.2	-76.5
27932	36.1	-76.6
27935	36.4	-76.8
27936	35.2	-75.6
27937	36.5	-76.8
27938	36.4	-76.7
27939	36.2	-75.9
27941	36.1	-75.8
27942	36.3	-76.8
27943	35.2	-75.7
27944	36.2	-76.4
27946	36.4	-76.6
27947	36.2	-75.9
27948	36.0	-75.7
27949	36.1	-75.7
27950	36.5	-76.0
27953	35.8	-75.8
27954	35.9	-75.7
27956	36.4	-76.0
27957	36.1	-76.8
27958	36.5	-76.1
27959	35.9	-75.6
27960	35.1	-75.9
27962	35.9	-76.7
27964	36.1	-75.8
27965	36.3	-75.9
27966	36.1	-75.8
27967	36.2	-76.9
27968	35.6	-75.5
27969	36.5	-76.8
27970	35.9	-76.6
27972	35.6	-75.5
27973	36.4	-76.1
27974	36.3	-76.0
27976	36.5	-76.3
27978	35.7	-75.8
27979	36.4	-76.6
27980	36.3	-76.6
27981	35.9	-75.6
27982	35.6	-75.5
27983	36.0	-76.9
27985	36.2	-76.5
27986	36.4	-76.9
28001	35.4	-80.2
28002	35.4	-80.2
28006	35.4	-81.1
28007	35.1	-80.1
28009	35.4	-80.1
28010	35.7	-80.9
28012	35.2	-81.0
28016	35.3	-81.3
28017	35.3	-81.7
28018	35.5	-81.8
28019	35.3	-81.8
28020	35.5	-81.6
28021	35.4	-81.4
28023	35.6	-80.6
28024	35.2	-81.8
28025	35.4	-80.5
28026	35.3	-80.5
28027	35.4	-80.6
28031	35.5	-80.9
28032	35.2	-81.1
28033	35.4	-81.3
28034	35.3	-81.2
28035	35.5	-80.8
28036	35.5	-80.8
28037	35.5	-81.0
28038	35.2	-81.5
28039	35.7	-80.4
28040	35.3	-81.8
28041	35.6	-80.5
28042	35.4	-81.5
28043	35.3	-81.8
28052	35.2	-81.2
28053	35.3	-81.2
28054	35.2	-81.1
28055	35.3	-81.2
28056	35.2	-81.1
28070	35.4	-80.8
28071	35.5	-80.3
28072	35.6	-80.4
28073	35.2	-81.5
28074	35.2	-81.9
28075	35.3	-80.7
28076	35.3	-81.8
28077	35.4	-81.2
28078	35.4	-80.9
28079	35.1	-80.7
28080	35.5	-81.1
28081	35.5	-80.6
28082	35.3	-80.5
28083	35.5	-80.6
28086	35.3	-81.4
28088	35.5	-80.6
28089	35.3	-81.7
28090	35.4	-81.5
28091	35.0	-80.0
28092	35.5	-81.2
28093	35.5	-81.2
28097	35.3	-80.4
28098	35.3	-81.1
28101	35.3	-81.1
28102	34.8	-80.0
28103	35.0	-80.4
28104	35.1	-80.7
28105	35.1	-80.7
28106	35.3	-80.8
28107	35.2	-80.5
28108	34.9	-80.7
28109	35.5	-80.3
28110	35.0	-80.5
28111	35.0	-80.6
28112	34.9	-80.6
28114	35.2	-81.7
28115	35.6	-80.8
28117	35.6	-80.9
28119	34.9	-80.0
28120	35.3	-81.0
28123	35.5	-80.8
28124	35.4	-80.4
28125	35.6	-80.7
28126	35.3	-80.7
28127	35.4	-80.2
28128	35.2	-80.1
28129	35.2	-80.3
28130	35.3	-80.8
28133	35.0	-80.3
28134	35.1	-80.9
28135	35.0	-80.2
28136	35.4	-81.6
28137	35.5	-80.3
28138	35.5	-80.4
28139	35.4	-82.0
28144	35.7	-80.5
28145	35.7	-80.5
28146	35.6	-80.4
28147	35.7	-80.6
28150	35.3	-81.6
28151	35.3	-81.5
28152	35.3	-81.5
28159	35.7	-80.4
28160	35.4	-81.9
28163	35.2	-80.4
28164	35.4	-81.1
28166	35.7	-80.9
28167	35.5	-82.0
28168	35.5	-81.5
28169	35.4	-81.4
28170	35.0	-80.1
28173	34.9	-80.7
28174	35.0	-80.4
28201	35.3	-80.8
28202	35.2	-80.8
28203	35.2	-80.9
28204	35.2	-80.8
28205	35.2	-80.8
28206	35.3	-80.8
28207	35.2	-80.8
28208	35.2	-80.9
28209	35.2	-80.9
28210	35.1	-80.9
28211	35.2	-80.8
28212	35.2	-80.7
28213	35.3	-80.8
28214	35.3	-81.0
28215	35.2	-80.7
28216	35.3	-80.9
28217	35.2	-80.9
28218	35.3	-80.8
28219	35.3	-80.8
28220	35.3	-80.8
28221	35.3	-80.8
28222	35.3	-80.8
28223	35.3	-80.7
28224	35.3	-80.8
28226	35.1	-80.8
28227	35.2	-80.7
28228	35.3	-80.8
28229	35.3	-80.8
28230	35.3	-80.8
28231	35.3	-80.8
28232	35.3	-80.8
28233	35.2	-80.8
28234	35.3	-80.8
28235	35.3	-80.8
28236	35.2	-80.8
28237	35.3	-80.8
28241	35.2	-80.8
28242	35.3	-80.8
28243	35.2	-80.8
28244	35.2	-80.8
28246	35.2	-80.8
28247	35.1	-80.9
28250	35.2	-80.8
28253	35.3	-80.8
28254	35.3	-80.8
28255	35.3	-80.8
28256	35.3	-80.8
28258	35.3	-80.8
28260	35.2	-80.8
28262	35.3	-80.7
28263	35.2	-80.8
28265	35.2	-80.8
28266	35.2	-80.8
28269	35.3	-80.8
28270	35.1	-80.8
28271	35.2	-80.8
28272	35.2	-80.8
28273	35.1	-80.9
28274	35.2	-80.8
28275	35.2	-80.8
28277	35.1	-80.8
28278	35.2	-81.0
28280	35.2	-80.8
28281	35.2	-80.8
28282	35.2	-80.8
28284	35.2	-80.8
28285	35.2	-80.8
28287	35.3	-80.8
28288	35.2	-80.8
28289	35.2	-80.8
28290	35.3	-80.8
28296	35.2	-80.8
28297	35.3	-80.8
28299	35.3	-80.8
28301	35.1	-78.9
28302	35.0	-78.9
28303	35.1	-79.0
28304	35.0	-79.0
28305	35.1	-78.9
28306	35.0	-78.9
28307	35.1	-79.0
28308	35.1	-78.9
28309	35.0	-78.8
28310	35.1	-78.8
28311	35.1	-78.9
28312	35.0	-78.7
28314	35.1	-79.0
28315	35.1	-79.4
28318	35.1	-78.6
28319	34.4	-79.0
28320	34.6	-78.8
28323	35.3	-78.8
28325	35.2	-78.1
28326	35.3	-79.3
28327	35.3	-79.4
28328	35.0	-78.3
28329	35.0	-78.3
28330	34.9	-79.8
28331	35.0	-79.0
28332	34.7	-78.7
28333	35.3	-78.0
28334	35.3	-78.6
28335	35.3	-78.6
28337	34.6	-78.6
28338	35.1	-79.8
28339	35.3	-78.7
28340	34.5	-79.1
28341	35.1	-78.1
28342	35.2	-78.6
28343	34.8	-79.6
28344	35.2	-78.7
28345	34.9	-79.7
28347	35.0	-79.6
28348	35.0	-78.9
28349	35.0	-77.9
28350	35.2	-79.3
28351	34.8	-79.5
28352	34.8	-79.5
28353	34.8	-79.5
28355	35.4	-79.2
28356	35.2	-78.8
28357	34.9	-79.1
28358	34.6	-79.0
28359	34.6	-79.0
28360	34.7	-79.1
28362	34.4	-79.1
28363	35.0	-79.6
28364	34.7	-79.3
28365	35.2	-78.1
28366	35.2	-78.4
28367	35.2	-79.7
28368	35.4	-79.1
28369	34.4	-79.0
28370	35.2	-79.5
28371	34.9	-79.0
28372	34.7	-79.2
28373	35.1	-79.5
28374	35.2	-79.5
28375	34.5	-79.0
28376	35.0	-79.2
28377	34.8	-79.2
28378	34.9	-79.1
28379	34.9	-79.8
28380	35.0	-79.8
28382	35.0	-78.5
28383	34.6	-79.3
28384	34.8	-79.0
28385	35.1	-78.5
28386	34.9	-79.2
28387	35.2	-79.4
28388	35.3	-79.4
28390	35.2	-79.0
28391	35.0	-78.7
28392	34.7	-78.8
28393	35.0	-78.2
28394	35.2	-79.3
28395	35.2	-78.7
28396	34.9	-79.4
28398	35.0	-78.0
28399	34.8	-78.7
28401	34.2	-77.9
28402	34.3	-77.9
28403	34.2	-77.9
28404	34.2	-77.9
28405	34.3	-77.9
28406	34.1	-77.9
28407	34.1	-77.9
28408	34.2	-77.9
28409	34.2	-77.9
28410	34.1	-77.9
28411	34.3	-77.8
28412	34.2	-77.9
28420	34.1	-78.5
28421	34.5	-78.2
28422	34.0	-78.2
28423	34.3	-78.3
28424	34.3	-78.7
28425	34.5	-77.9
28428	34.0	-77.9
28429	34.3	-77.9
28430	34.3	-78.9
28431	34.3	-78.8
28432	34.2	-78.8
28433	34.5	-78.6
28434	34.4	-78.4
28435	34.4	-78.1
28436	34.3	-78.3
28438	34.4	-78.9
28439	34.3	-79.0
28441	34.8	-78.4
28442	34.3	-78.6
28443	34.4	-77.7
28444	34.7	-78.2
28445	34.5	-77.6
28447	34.6	-78.2
28448	34.5	-78.3
28449	34.0	-77.9
28450	34.3	-78.5
28451	34.3	-78.1
28452	34.0	-78.6
28453	34.9	-78.0
28454	34.7	-77.7
28455	34.1	-78.7
28456	34.3	-78.3
28457	34.4	-77.9
28458	34.8	-78.0
28459	33.9	-78.4
28460	34.5	-77.4
28461	34.0	-78.0
28462	34.0	-78.3
28463	34.1	-78.8
28464	34.8	-78.0
28465	33.9	-78.1
28466	34.8	-77.9
28467	33.9	-78.6
28468	33.9	-78.5
28469	33.9	-78.4
28470	34.0	-78.4
28472	34.3	-78.7
28478	34.7	-78.0
28479	34.2	-78.1
28480	34.2	-77.8
28501	35.3	-77.6
28502	35.3	-77.6
28503	35.3	-77.6
28504	35.2	-77.7
28508	35.1	-77.9
28509	35.1	-76.8
28510	35.0	-76.8
28511	34.9	-76.4
28512	34.7	-76.7
28513	35.5	-77.4
28515	35.2	-76.8
28516	34.8	-76.6
28518	34.9	-77.8
28519	35.1	-77.0
28520	35.0	-76.3
28521	34.8	-77.8
28522	35.0	-77.5
28523	35.2	-77.3
28524	34.8	-76.5
28525	35.2	-77.7
28526	35.3	-77.4
28527	35.3	-77.1
28528	34.7	-76.5
28529	35.1	-76.9
28530	35.4	-77.4
28531	34.7	-76.6
28532	34.9	-76.9
28533	34.9	-76.9
28537	35.3	-76.6
28538	35.4	-77.6
28539	34.7	-77.2
28540	34.7	-77.5
28541	34.7	-77.4
28542	34.7	-77.5
28543	34.7	-77.4
28544	34.7	-77.3
28545	34.7	-77.4
28546	34.8	-77.4
28547	34.7	-77.4
28551	35.3	-77.8
28552	35.3	-76.6
28553	34.7	-76.5
28554	35.5	-77.6
28555	34.9	-77.2
28556	35.1	-76.7
28557	34.7	-76.8
28560	35.1	-77.0
28561	35.1	-77.1
28562	35.1	-77.1
28563	35.1	-77.1
28564	35.1	-77.1
28570	34.8	-76.9
28571	35.0	-76.7
28572	35.1	-77.7
28573	35.0	-77.2
28574	34.9	-77.6
28575	34.7	-76.9
28577	34.9	-76.4
28578	35.2	-77.9
28579	34.8	-76.5
28580	35.4	-77.7
28581	34.8	-76.4
28582	34.8	-77.1
28583	35.1	-76.7
28584	34.7	-77.1
28585	35.1	-77.5
28586	35.3	-77.2
28587	35.2	-76.7
28589	34.8	-76.5
28590	35.5	-77.4
28594	34.7	-77.0
28601	35.8	-81.3
28602	35.7	-81.4
28603	35.7	-81.3
28604	36.2	-81.8
28605	36.1	-81.7
28606	36.1	-81.3
28607	36.2	-81.7
28608	36.2	-81.7
28609	35.7	-81.1
28610	35.7	-81.1
28611	36.0	-81.7
28612	35.7	-81.5
28613	35.7	-81.2
28615	36.5	-81.7
28616	36.0	-81.9
28617	36.5	-81.4
28618	36.2	-81.5
28619	35.8	-81.6
28621	36.3	-80.9
28622	36.2	-82.0
28623	36.5	-81.0
28624	36.1	-81.4
28625	35.9	-80.9
28626	36.3	-81.5
28627	36.4	-81.0
28628	35.7	-81.8
28629	36.3	-81.4
28630	35.8	-81.4
28631	36.5	-81.4
28633	35.9	-81.5
28634	36.0	-80.8
28635	36.3	-81.1
28636	36.0	-81.0
28637	35.7	-81.4
28638	35.8	-81.5
28640	36.4	-81.4
28641	36.0	-81.9
28642	36.2	-80.8
28643	36.5	-81.5
28644	36.4	-81.3
28645	35.9	-81.5
28646	36.1	-81.9
28647	36.0	-81.9
28649	36.3	-81.2
28650	35.6	-81.2
28651	36.2	-81.2
28652	36.1	-82.0
28653	36.1	-81.9
28654	36.1	-81.2
28655	35.7	-81.7
28656	36.2	-81.0
28657	36.1	-81.9
28658	35.6	-81.2
28659	36.2	-81.1
28660	36.0	-80.9
28661	36.0	-81.6
28662	36.0	-81.9
28663	36.5	-81.3
28664	36.0	-82.0
28665	36.2	-81.4
28666	35.7	-81.5
28667	35.8	-81.4
28668	36.4	-81.0
28669	36.2	-81.0
28670	36.2	-80.9
28671	35.7	-81.5
28672	36.5	-81.3
28673	35.6	-81.0
28675	36.5	-81.1
28676	36.3	-80.9
28677	35.8	-80.9
28678	35.9	-81.1
28679	36.3	-81.8
28680	35.8	-81.7
28681	35.9	-81.2
28682	35.6	-81.0
28683	36.4	-80.9
28684	36.3	-81.6
28685	36.3	-81.0
28687	35.8	-80.9
28688	35.9	-80.8
28689	36.0	-80.9
28690	35.7	-81.6
28691	36.2	-81.8
28692	36.3	-81.8
28693	36.5	-81.5
28694	36.4	-81.5
28697	36.1	-81.2
28698	36.3	-81.7
28699	35.8	-81.0
28701	35.7	-82.6
28702	35.4	-83.6
28704	35.5	-82.5
28705	36.0	-82.2
28707	35.4	-83.1
28708	35.2	-82.9
28709	35.8	-82.5
28710	35.5	-82.3
28711	35.6	-82.3
28712	35.2	-82.7
28713	35.4	-83.4
28714	35.9	-82.3
28715	35.5	-82.7
28716	35.5	-82.8
28717	35.1	-83.1
28718	35.2	-82.6
28719	35.5	-83.3
28720	35.4	-82.2
28721	35.6	-82.9
28722	35.3	-82.2
28723	35.2	-83.1
28724	35.3	-82.4
28725	35.4	-83.3
28726	35.3	-82.4
28727	35.4	-82.3
28728	35.5	-82.7
28729	35.3	-82.6
28730	35.5	-82.4
28731	35.3	-82.4
28732	35.4	-82.5
28733	35.4	-83.8
28734	35.2	-83.4
28735	35.5	-82.4
28736	35.2	-83.1
28737	35.7	-82.1
28738	35.5	-83.0
28739	35.3	-82.5
28740	36.0	-82.3
28741	35.1	-83.2
28742	35.3	-82.6
28743	35.8	-82.9
28744	35.2	-83.4
28745	35.5	-83.0
28746	35.4	-82.2
28747	35.1	-82.9
28748	35.6	-82.7
28749	35.8	-82.1
28750	35.2	-82.2
28751	35.5	-83.1
28752	35.7	-82.0
28753	35.9	-82.7
28754	35.9	-82.5
28755	35.9	-82.2
28756	35.3	-82.2
28757	35.6	-82.3
28758	35.4	-82.5
28759	35.4	-82.6
28760	35.4	-82.5
28761	35.7	-81.9
28762	35.6	-82.2
28763	35.1	-83.4
28765	35.9	-82.1
28766	35.3	-82.6
28768	35.3	-82.7
28770	35.6	-82.3
28771	35.3	-83.8
28772	35.1	-82.8
28773	35.2	-82.3
28774	35.1	-83.0
28775	35.0	-83.3
28776	35.5	-82.5
28777	35.9	-82.1
28778	35.6	-82.4
28779	35.3	-83.2
28781	35.2	-83.6
28782	35.2	-82.2
28783	35.3	-83.1
28784	35.2	-82.4
28785	35.5	-83.0
28786	35.5	-83.0
28787	35.7	-82.5
28788	35.3	-83.2
28789	35.4	-83.3
28790	35.2	-82.5
28791	35.3	-82.5
28792	35.4	-82.4
28793	35.3	-82.5
28801	35.6	-82.6
28802	35.6	-82.7
28803	35.5	-82.5
28804	35.6	-82.6
28805	35.6	-82.5
28806	35.6	-82.6
28810	35.6	-82.5
28813	35.5	-82.5
28814	35.7	-82.5
28815	35.6	-82.5
28816	35.6	-82.5
28901	35.2	-83.8
28902	35.0	-84.0
28903	35.0	-84.2
28904	35.0	-83.8
28905	35.1	-83.9
28906	35.1	-84.0
28909	35.0	-83.9
29001	33.8	-80.2
29002	34.1	-81.2
29003	33.3	-81.0
29006	33.9	-81.6
29009	34.4	-80.4
29010	34.2	-80.3
29014	34.6	-81.1
29015	34.5	-81.3
29016	34.2	-81.0
29018	33.3	-80.7
29020	34.3	-80.6
29021	34.3	-80.6
29030	33.6	-80.7
29031	34.6	-81.5
29032	34.3	-80.5
29033	34.0	-81.1
29036	34.1	-81.3
29037	34.2	-81.9
29038	33.4	-81.0
29039	33.4	-80.9
29040	34.0	-80.5
29041	33.6	-80.3
29042	33.3	-81.1
29044	33.9	-80.7
29045	34.2	-80.8
29046	34.1	-80.2
29047	33.5	-80.6
29048	33.4	-80.3
29051	33.9	-80.1
29052	33.8	-80.8
29053	33.8	-81.1
29054	34.0	-81.4
29055	34.6	-80.9
29056	33.6	-80.0
29058	34.6	-80.7
29059	33.3	-80.4
29061	33.9	-80.8
29062	34.0	-80.6
29063	34.1	-81.2
29065	34.3	-81.3
29067	34.6	-80.6
29069	34.2	-80.1
29070	33.9	-81.5
29071	34.0	-81.2
29072	34.0	-81.2
29073	33.9	-81.2
29074	34.5	-80.8
29075	34.2	-81.4
29078	34.2	-80.7
29079	34.3	-80.1
29080	34.1	-80.1
29081	33.1	-81.0
29082	33.0	-80.9
29101	34.5	-80.3
29102	33.6	-80.2
29104	34.0	-80.2
29105	33.8	-81.6
29107	33.5	-81.1
29108	34.3	-81.6
29111	33.8	-80.0
29112	33.6	-81.1
29113	33.5	-81.1
29114	33.9	-79.9
29115	33.5	-80.9
29116	33.5	-80.8
29117	33.5	-80.9
29118	33.6	-80.9
29122	34.2	-81.3
29123	33.8	-81.3
29125	33.8	-80.5
29126	34.3	-81.5
29127	34.2	-81.5
29128	34.1	-80.5
29129	33.9	-81.7
29130	34.3	-80.9
29132	34.3	-81.1
29133	33.4	-80.8
29135	33.7	-80.9
29137	33.6	-81.3
29138	34.0	-81.8
29142	33.5	-80.5
29143	33.8	-80.1
29145	34.2	-81.8
29146	33.5	-81.2
29147	34.1	-81.0
29148	33.6	-80.4
29150	33.9	-80.4
29151	33.9	-80.4
29152	33.9	-80.3
29153	33.9	-80.3
29154	33.9	-80.4
29160	33.7	-81.1
29161	34.1	-79.9
29162	33.9	-80.0
29163	33.4	-80.5
29164	33.6	-81.4
29166	33.9	-81.7
29168	33.9	-80.5
29169	34.0	-81.1
29170	34.0	-81.1
29171	33.9	-81.2
29172	33.9	-81.1
29175	34.4	-80.6
29177	34.2	-81.3
29178	34.5	-81.6
29180	34.4	-81.1
29201	34.0	-81.0
29202	34.0	-81.0
29203	34.1	-81.0
29204	34.0	-81.0
29205	34.0	-81.0
29206	34.0	-81.0
29207	34.0	-80.9
29208	34.0	-81.0
29209	34.0	-80.9
29210	34.0	-81.1
29211	34.0	-81.0
29212	34.1	-81.2
29214	34.0	-81.0
29215	34.0	-81.0
29216	34.0	-81.0
29217	34.0	-81.0
29218	34.0	-81.0
29219	34.0	-81.0
29220	34.0	-81.0
29221	34.0	-81.0
29222	34.0	-81.0
29223	34.1	-80.9
29224	34.0	-81.0
29225	34.0	-81.0
29226	34.0	-81.0
29227	34.0	-81.0
29228	33.9	-81.2
29229	34.1	-80.9
29230	34.1	-81.1
29240	34.0	-81.0
29250	34.0	-81.0
29260	34.0	-81.0
29290	34.0	-81.0
29292	34.0	-81.0
29301	34.9	-82.0
29302	34.9	-81.8
29303	35.0	-81.9
29304	34.9	-81.9
29305	34.9	-81.9
29306	34.9	-81.9
29307	35.0	-81.8
29316	35.0	-82.0
29319	34.9	-81.9
29320	35.0	-82.0
29321	34.7	-81.7
29322	35.1	-82.1
29323	35.1	-81.9
29324	35.0	-81.8
29325	34.5	-81.9
29329	35.0	-81.8
29330	35.0	-81.8
29331	34.6	-81.9
29332	34.3	-82.0
29333	35.0	-81.9
29334	34.9	-82.1
29335	34.7	-81.9
29336	35.0	-82.0
29338	35.1	-82.0
29340	35.1	-81.6
29341	35.1	-81.7
29342	35.0	-81.7
29346	34.9	-81.8
29348	35.1	-82.1
29349	35.1	-82.1
29351	34.4	-81.8
29353	34.8	-81.6
29355	34.4	-81.8
29356	35.2	-82.2
29360	34.5	-82.0
29364	34.8	-81.5
29365	35.0	-82.1
29368	35.1	-81.9
29369	34.9	-82.0
29370	34.3	-82.0
29372	34.9	-81.8
29373	34.9	-81.7
29374	34.8	-81.8
29375	34.9	-82.1
29376	34.9	-82.0
29377	34.9	-82.1
29378	35.0	-82.0
29379	34.7	-81.6
29384	34.3	-82.1
29385	35.0	-82.1
29386	34.9	-82.0
29388	34.8	-82.0
29395	34.8	-81.7
29401	32.8	-79.9
29402	32.8	-79.9
29403	32.8	-79.9
29404	32.9	-80.1
29405	32.9	-80.0
29406	32.9	-80.0
29407	32.8	-80.0
29409	32.8	-80.0
29410	32.9	-80.0
29412	32.7	-80.0
29413	32.8	-79.9
29414	32.8	-80.1
29415	32.9	-80.0
29416	32.8	-79.9
29417	32.8	-79.9
29418	32.9	-80.0
29419	32.9	-80.0
29420	32.9	-80.1
29422	32.8	-79.9
29423	32.8	-79.9
29424	32.8	-79.9
29425	32.8	-79.9
29426	32.8	-80.3
29429	33.0	-79.7
29431	33.3	-79.9
29432	33.3	-80.8
29433	33.1	-80.6
29434	33.1	-79.9
29435	33.0	-80.5
29436	33.3	-80.2
29437	33.1	-80.4
29438	32.5	-80.3
29439	32.7	-79.9
29440	33.4	-79.3
29442	33.4	-79.2
29445	33.1	-80.0
29446	32.7	-80.5
29447	33.1	-80.6
29448	33.2	-80.5
29449	32.7	-80.3
29450	33.0	-79.8
29451	32.8	-79.8
29452	32.7	-80.5
29453	33.2	-79.6
29455	32.8	-80.1
29456	33.0	-80.1
29457	32.8	-80.1
29458	33.1	-79.5
29461	33.2	-80.0
29464	32.8	-79.8
29465	32.8	-79.9
29466	32.9	-79.8
29468	33.4	-80.1
29469	33.2	-80.0
29470	32.8	-80.2
29471	33.2	-80.7
29472	33.1	-80.3
29474	32.9	-80.6
29475	33.0	-80.8
29476	33.4	-80.0
29477	33.2	-80.6
29479	33.3	-79.9
29481	33.1	-80.8
29482	32.8	-79.8
29483	33.0	-80.2
29484	33.0	-80.2
29485	33.0	-80.2
29486	33.0	-80.2
29487	32.7	-80.2
29488	32.9	-80.7
29492	33.0	-79.9
29493	33.0	-80.8
29501	34.2	-79.8
29502	34.2	-79.8
29503	34.1	-79.7
29504	34.0	-79.7
29505	34.1	-79.7
29506	34.2	-79.6
29510	33.5	-79.6
29511	34.0	-79.2
29512	34.6	-79.7
29516	34.5	-79.6
29518	33.8	-79.8
29519	34.0	-79.4
29520	34.7	-79.9
29525	34.6	-79.5
29526	33.9	-79.1
29527	33.8	-79.1
29528	33.9	-78.9
29530	34.0	-79.8
29532	34.3	-79.9
29536	34.4	-79.4
29540	34.4	-79.8
29541	34.1	-79.8
29543	34.3	-79.3
29544	34.1	-79.2
29545	34.2	-79.0
29546	33.9	-79.4
29547	34.5	-79.4
29550	34.4	-80.1
29551	34.4	-80.1
29554	33.7	-79.4
29555	33.8	-79.5
29556	33.7	-79.8
29560	33.9	-79.7
29563	34.3	-79.2
29564	33.5	-79.9
29565	34.3	-79.4
29566	33.9	-78.7
29567	34.6	-79.4
29568	33.9	-78.8
29569	34.1	-78.9
29570	34.7	-79.6
29571	34.2	-79.4
29572	33.8	-78.8
29574	34.2	-79.3
29575	33.6	-79.0
29576	33.6	-79.1
29577	33.7	-78.9
29578	33.7	-79.0
29579	33.7	-79.0
29580	33.7	-79.6
29581	34.2	-79.2
29582	33.8	-78.7
29583	34.0	-79.6
29584	34.6	-80.1
29585	33.5	-79.1
29587	33.6	-79.0
29588	33.7	-79.0
29589	34.1	-79.3
29590	33.6	-79.8
29591	33.9	-79.8
29592	34.3	-79.5
29593	34.5	-79.9
29594	34.6	-79.6
29596	34.7	-79.8
29597	33.8	-78.7
29598	33.8	-78.7
29601	34.8	-82.4
29602	34.8	-82.4
29603	34.8	-82.4
29604	34.8	-82.5
29605	34.8	-82.4
29606	34.8	-82.5
29607	34.8	-82.4
29608	34.8	-82.5
29609	34.9	-82.4
29610	34.8	-82.5
29611	34.9	-82.4
29612	34.8	-82.5
29613	34.9	-82.4
29614	34.9	-82.4
29615	34.9	-82.3
29616	34.9	-82.4
29617	34.9	-82.5
29620	34.2	-82.4
29621	34.5	-82.6
29622	34.5	-82.7
29623	34.4	-82.8
29624	34.4	-82.6
29625	34.5	-82.7
29626	34.5	-82.8
29627	34.5	-82.5
29628	34.1	-82.6
29630	34.7	-82.8
29631	34.7	-82.8
29632	34.7	-82.8
29633	34.7	-82.8
29634	34.7	-82.8
