zip	latitude	longitude
39460	31.8	-89.2
39461	31.2	-88.7
39462	31.2	-89.0
39463	30.6	-89.6
39464	31.5	-89.0
39465	31.3	-89.2
39466	30.5	-89.7
39470	30.9	-89.6
39474	31.6	-89.9
39475	31.1	-89.5
39476	31.3	-88.9
39477	31.8	-89.0
39478	31.0	-89.8
39479	31.5	-89.5
39480	31.8	-89.3
39481	31.8	-89.3
39482	31.4	-89.6
39483	31.2	-89.9
39501	30.4	-89.1
39502	30.4	-89.1
39503	30.5	-89.1
39505	30.4	-89.1
39506	30.4	-89.1
39507	30.4	-89.0
39520	30.3	-89.5
39521	30.4	-89.5
39522	30.4	-89.5
39525	30.4	-89.4
39529	30.4	-89.5
39530	30.4	-88.9
39531	30.4	-89.0
39532	30.5	-89.0
39533	30.4	-88.9
39534	30.4	-88.9
39535	30.4	-89.1
39540	30.4	-88.9
39552	30.4	-88.6
39553	30.4	-88.6
39555	30.7	-88.5
39556	30.5	-89.4
39558	30.2	-89.5
39560	30.4	-89.2
39561	30.7	-89.2
39562	30.5	-88.5
39563	30.4	-88.5
39564	30.4	-88.8
39565	30.5	-88.7
39566	30.4	-88.8
39567	30.4	-88.6
39568	30.4	-88.6
39569	30.4	-88.6
39571	30.4	-89.3
39572	30.3	-89.6
39573	30.8	-89.1
39574	30.6	-89.1
39576	30.3	-89.4
39577	30.9	-89.1
39581	30.4	-88.5
39595	30.4	-88.6
39601	31.6	-90.5
39602	31.5	-90.5
39603	31.6	-90.4
39629	31.5	-90.5
39630	31.5	-90.8
39631	31.1	-91.1
39632	31.1	-90.5
39633	31.3	-91.2
39635	31.2	-90.4
39638	31.2	-90.9
39641	31.4	-90.2
39643	31.2	-90.0
39645	31.1	-90.7
39647	31.5	-90.8
39648	31.2	-90.4
39649	31.2	-90.5
39652	31.1	-90.5
39653	31.4	-90.9
39654	31.5	-90.1
39656	31.4	-90.0
39657	31.0	-90.5
39661	31.5	-91.1
39662	31.4	-90.3
39663	31.6	-90.0
39664	31.4	-90.7
39665	31.7	-90.2
39666	31.3	-90.5
39667	31.1	-90.1
39668	31.7	-90.8
39669	31.1	-91.3
39701	33.4	-88.5
39702	33.5	-88.4
39703	33.5	-88.3
39704	33.5	-88.4
39705	33.6	-88.5
39710	33.5	-88.5
39730	33.8	-88.5
39735	33.4	-89.2
39736	33.4	-88.6
39737	33.6	-89.3
39739	33.2	-88.6
39740	33.7	-88.3
39741	33.6	-88.8
39743	33.3	-88.6
39744	33.5	-89.3
39745	33.3	-89.4
39746	33.7	-88.4
39747	33.4	-89.6
39750	33.6	-89.1
39751	33.7	-89.1
39752	33.5	-89.1
39753	33.5	-88.6
39754	33.7	-88.9
39755	33.6	-89.0
39756	33.8	-88.7
39759	33.5	-88.8
39760	33.5	-88.8
39762	33.4	-88.7
39766	33.6	-88.3
39767	33.5	-89.5
39769	33.4	-89.0
39771	33.6	-89.3
39772	33.3	-89.3
39773	33.6	-88.7
39776	33.8	-89.0
39813	31.4	-84.7
39815	30.7	-84.5
39817	30.9	-84.6
39818	30.9	-84.6
39819	30.9	-84.6
39823	31.4	-84.9
39824	31.5	-84.9
39825	31.0	-84.7
39826	31.8	-84.4
39827	31.0	-84.2
39828	30.9	-84.2
39829	30.7	-84.3
39832	31.2	-85.0
39834	30.9	-84.4
39836	31.7	-84.9
39837	31.2	-84.7
39840	31.8	-84.8
39841	31.3	-84.7
39842	31.8	-84.5
39845	31.1	-84.9
39846	31.6	-84.7
39851	31.6	-85.1
39852	30.8	-84.5
39854	31.9	-85.1
39859	31.0	-84.8
39861	31.2	-85.0
39862	31.5	-84.5
39866	31.5	-84.6
39867	31.8	-84.9
39870	31.3	-84.3
39877	31.9	-84.5
39885	31.7	-84.3
39886	31.8	-84.6
39897	30.9	-84.3
39901	33.9	-84.1
40003	38.3	-85.1
40004	37.8	-85.5
40006	38.6	-85.3
40007	38.5	-85.0
40008	37.9	-85.3
40009	37.5	-85.1
40010	38.4	-85.5
40011	38.5	-85.2
40012	37.9	-85.2
40013	37.9	-85.5
40014	38.3	-85.5
40018	38.2	-85.5
40019	38.4	-85.2
40020	37.9	-85.4
40022	38.2	-85.3
40023	38.2	-85.4
40025	38.3	-85.6
40026	38.4	-85.6
40027	38.3	-85.6
40031	38.4	-85.4
40032	38.4	-85.5
40033	37.6	-85.3
40036	38.4	-85.0
40037	37.6	-85.4
40040	37.8	-85.1
40041	38.3	-85.7
40045	38.7	-85.4
40046	38.0	-85.2
40047	38.0	-85.6
40048	37.8	-85.5
40049	37.7	-85.4
40050	38.4	-85.2
40051	37.6	-85.5
40052	37.6	-85.5
40055	38.5	-85.3
40056	38.3	-85.5
40057	38.4	-85.1
40058	38.5	-85.1
40059	38.4	-85.6
40060	37.5	-85.4
40061	37.8	-85.2
40062	37.6	-85.4
40063	37.6	-85.4
40065	38.2	-85.2
40066	38.2	-85.2
40067	38.2	-85.4
40068	38.4	-85.3
40069	37.7	-85.2
40070	38.5	-85.3
40071	38.0	-85.4
40075	38.6	-85.1
40076	38.1	-85.1
40077	38.5	-85.5
40078	37.8	-85.1
40104	38.0	-86.3
40107	37.7	-85.6
40108	38.0	-86.1
40109	38.1	-85.8
40110	37.9	-85.7
40111	37.8	-86.6
40115	37.7	-86.2
40117	37.9	-86.2
40118	38.1	-85.8
40119	37.6	-86.5
40121	37.9	-85.9
40122	37.9	-86.0
40129	38.1	-85.7
40140	37.8	-86.4
40142	37.9	-86.2
40143	37.8	-86.5
40144	37.8	-86.4
40145	37.7	-86.3
40146	37.9	-86.3
40150	37.9	-85.7
40152	37.6	-86.4
40153	37.8	-86.4
40155	37.9	-86.0
40157	38.0	-86.4
40159	37.7	-86.0
40160	37.8	-85.9
40161	38.0	-86.4
40162	37.8	-86.0
40165	38.0	-85.7
40166	38.0	-85.7
40170	37.9	-86.5
40171	38.0	-86.5
40175	37.9	-86.0
40176	37.9	-86.3
40177	38.0	-86.0
40178	37.7	-86.4
40201	38.2	-85.7
40202	38.3	-85.7
40203	38.2	-85.8
40204	38.2	-85.7
40205	38.2	-85.7
40206	38.3	-85.7
40207	38.3	-85.7
40208	38.2	-85.8
40209	38.2	-85.8
40210	38.2	-85.8
40211	38.2	-85.8
40212	38.3	-85.8
40213	38.2	-85.7
40214	38.2	-85.8
40215	38.2	-85.8
40216	38.2	-85.8
40217	38.2	-85.7
40218	38.2	-85.7
40219	38.1	-85.7
40220	38.2	-85.6
40221	38.2	-85.7
40222	38.3	-85.6
40223	38.3	-85.6
40224	38.2	-85.7
40225	38.2	-85.7
40228	38.1	-85.6
40229	38.1	-85.7
40231	38.2	-85.7
40232	38.2	-85.7
40233	38.2	-85.7
40241	38.3	-85.6
40242	38.3	-85.6
40243	38.2	-85.5
40245	38.3	-85.5
40250	38.2	-85.7
40251	38.2	-85.7
40252	38.2	-85.7
40253	38.2	-85.7
40255	38.2	-85.7
40256	38.2	-85.7
40257	38.2	-85.7
40258	38.1	-85.9
40259	38.3	-85.8
40261	38.2	-85.7
40266	38.2	-85.7
40268	38.2	-85.7
40269	38.2	-85.7
40270	38.3	-85.8
40272	38.1	-85.9
40280	38.2	-85.7
40281	38.2	-85.7
40282	38.2	-85.7
40283	38.2	-85.7
40285	38.2	-85.7
40287	38.2	-85.7
40289	38.3	-85.8
40290	38.2	-85.7
40291	38.1	-85.6
40292	38.2	-85.7
40293	38.3	-85.8
40294	38.3	-85.8
40295	38.3	-85.8
40296	38.3	-85.8
40297	38.3	-85.8
40298	38.3	-85.8
40299	38.2	-85.5
40310	37.8	-84.8
40311	38.3	-84.0
40312	37.9	-83.9
40313	38.1	-83.4
40316	37.9	-83.5
40317	38.2	-83.3
40319	38.1	-83.5
40322	37.9	-83.6
40324	38.2	-84.6
40328	37.6	-85.1
40330	37.8	-84.9
40334	38.0	-83.8
40336	37.7	-84.0
40337	38.0	-83.9
40339	37.9	-84.6
40340	37.9	-84.6
40342	38.0	-84.9
40346	38.0	-83.7
40347	38.1	-84.7
40348	38.3	-84.2
40350	38.3	-83.9
40351	38.2	-83.4
40353	38.1	-83.9
40355	38.6	-84.9
40356	37.9	-84.6
40357	38.1	-84.1
40358	38.1	-83.7
40359	38.5	-84.8
40360	38.2	-83.8
40361	38.2	-84.2
40362	38.2	-84.3
40363	38.5	-85.0
40366	38.1	-83.8
40370	38.4	-84.5
40371	38.1	-83.6
40372	37.9	-84.9
40374	38.2	-83.9
40376	37.8	-83.7
40379	38.3	-84.7
40380	37.8	-83.8
40383	38.0	-84.7
40384	38.1	-84.7
40385	37.7	-84.1
40387	38.0	-83.5
40390	37.9	-84.7
40391	38.0	-84.2
40392	38.0	-84.2
40402	37.3	-84.0
40403	37.6	-84.3
40404	37.6	-84.3
40405	37.6	-84.2
40409	37.4	-84.4
40410	37.7	-84.6
40419	37.4	-84.5
40422	37.6	-84.8
40423	37.6	-84.8
40434	37.4	-83.9
40437	37.5	-84.9
40440	37.6	-84.8
40442	37.4	-84.7
40444	37.7	-84.6
40445	37.3	-84.2
40447	37.4	-84.0
40448	37.4	-84.7
40452	37.6	-84.9
40456	37.4	-84.3
40460	37.4	-84.3
40461	37.6	-84.4
40464	37.6	-84.9
40468	37.6	-85.0
40472	37.7	-83.9
40473	37.4	-84.3
40475	37.8	-84.3
40476	37.7	-84.3
40481	37.5	-84.1
40484	37.5	-84.7
40486	37.4	-83.9
40488	37.5	-84.0
40489	37.3	-84.7
40492	37.4	-84.3
40502	38.0	-84.5
40503	38.0	-84.5
40504	38.0	-84.5
40505	38.1	-84.5
40506	38.0	-84.5
40507	38.0	-84.5
40508	38.1	-84.5
40509	38.0	-84.4
40510	38.1	-84.6
40511	38.1	-84.5
40512	38.0	-84.5
40513	38.0	-84.6
40514	38.0	-84.6
40515	38.0	-84.5
40516	38.1	-84.4
40517	38.0	-84.5
40522	38.0	-84.5
40523	38.0	-84.5
40524	38.0	-84.5
40526	38.0	-84.5
40533	38.0	-84.5
40536	38.0	-84.5
40544	38.0	-84.5
40546	38.0	-84.5
40550	38.0	-84.5
40555	38.0	-84.5
40574	38.0	-84.5
40575	38.0	-84.5
40576	38.0	-84.5
40577	38.0	-84.5
40578	38.0	-84.5
40579	38.0	-84.5
40580	38.0	-84.5
40581	38.0	-84.5
40582	38.0	-84.5
40583	38.0	-84.5
40588	38.0	-84.5
40591	38.0	-84.5
40598	38.1	-84.5
40601	38.2	-84.9
40602	38.2	-84.9
40603	38.2	-84.9
40604	38.2	-84.9
40618	38.2	-84.9
40619	38.2	-84.9
40620	38.2	-84.9
40621	38.2	-84.9
40622	38.2	-84.9
40701	36.9	-84.1
40702	36.9	-84.1
40724	37.1	-83.9
40729	37.2	-84.1
40730	36.7	-84.1
40734	36.9	-84.0
40737	37.0	-84.1
40740	37.0	-84.0
40741	37.2	-84.1
40742	37.1	-84.1
40743	37.1	-84.0
40744	37.1	-84.1
40745	37.1	-84.1
40750	37.1	-84.1
40755	37.2	-84.1
40759	36.8	-84.1
40763	36.7	-84.0
40769	36.7	-84.1
40771	36.9	-84.0
40801	36.9	-83.3
40803	37.0	-83.5
40806	36.9	-83.3
40807	37.0	-82.9
40808	37.0	-83.2
40810	36.9	-83.3
40813	36.7	-83.6
40815	36.8	-83.3
40816	37.0	-83.3
40818	36.8	-83.2
40819	36.8	-83.5
40820	36.8	-83.2
40823	37.0	-83.0
40824	36.8	-83.4
40826	37.1	-82.8
40827	37.1	-83.5
40828	36.8	-83.2
40829	36.8	-83.3
40830	36.8	-83.3
40831	36.8	-83.3
40840	37.0	-83.4
40843	36.9	-83.0
40844	37.1	-83.4
40845	36.8	-83.6
40847	36.9	-83.2
40849	36.9	-83.1
40854	36.8	-83.4
40855	37.0	-82.9
40856	36.8	-83.6
40858	37.0	-83.4
40862	37.0	-82.9
40863	36.8	-83.5
40865	36.9	-83.2
40868	37.1	-83.4
40870	36.9	-83.1
40873	36.8	-83.4
40874	37.0	-83.5
40902	36.8	-83.6
40903	36.8	-83.8
40906	36.9	-83.9
40913	36.9	-83.6
40914	37.2	-83.6
40915	36.9	-83.8
40921	36.8	-83.9
40923	36.9	-83.9
40927	36.9	-83.0
40930	36.9	-83.7
40932	37.2	-83.8
40935	36.8	-83.8
40939	36.8	-83.7
40940	36.6	-83.9
40941	37.1	-83.7
40943	37.0	-83.9
40944	37.1	-83.7
40946	36.9	-83.8
40949	36.9	-83.9
40951	37.1	-83.8
40953	36.9	-83.8
40955	36.8	-83.7
40958	36.8	-83.6
40962	37.2	-83.8
40964	36.8	-83.3
40965	36.6	-83.7
40972	37.3	-83.6
40977	36.7	-83.8
40979	37.0	-83.5
40981	37.3	-83.4
40982	36.9	-83.7
40983	37.3	-83.8
40988	36.8	-83.5
40995	36.8	-83.8
40997	36.9	-83.7
41001	38.9	-84.4
41002	38.8	-84.0
41003	38.5	-84.4
41004	38.7	-84.1
41005	39.0	-84.8
41006	38.8	-84.3
41007	38.9	-84.3
41008	38.7	-85.2
41010	38.5	-84.6
41011	39.1	-84.5
41012	38.9	-84.5
41014	39.1	-84.5
41015	39.0	-84.5
41016	39.1	-84.5
41017	39.0	-84.6
41018	39.0	-84.6
41019	38.9	-84.5
41021	39.0	-84.6
41022	39.0	-84.7
41025	39.1	-84.6
41030	38.8	-84.6
41031	38.4	-84.3
41033	38.8	-84.5
41034	38.7	-83.9
41035	38.7	-84.6
41037	38.4	-83.8
41039	38.4	-83.9
41040	38.7	-84.3
41041	38.4	-83.7
41042	39.0	-84.6
41043	38.8	-84.2
41044	38.6	-84.0
41045	38.7	-85.1
41046	38.7	-84.8
41048	39.1	-84.7
41049	38.3	-83.7
41051	38.9	-84.5
41052	38.6	-84.8
41053	38.9	-84.5
41054	38.6	-84.6
41055	38.5	-83.9
41056	38.6	-83.8
41059	39.0	-84.4
41061	38.6	-84.2
41062	38.7	-83.9
41063	38.8	-84.5
41064	38.5	-84.0
41065	38.4	-83.5
41071	39.1	-84.5
41072	39.0	-84.4
41073	39.1	-84.5
41074	39.1	-84.5
41075	39.1	-84.5
41076	39.0	-84.4
41080	39.0	-84.8
41081	38.3	-83.7
41083	38.7	-85.0
41085	39.0	-84.4
41086	38.7	-84.9
41091	38.9	-84.7
41092	38.8	-84.7
41093	38.3	-83.6
41094	38.9	-84.6
41095	38.8	-84.8
41096	38.6	-83.8
41097	38.6	-84.6
41098	38.6	-85.1
41099	39.0	-84.4
41101	38.5	-82.6
41102	38.4	-82.7
41105	38.4	-82.7
41114	38.4	-82.7
41121	38.4	-82.8
41124	38.0	-82.9
41128	38.4	-83.1
41129	38.4	-82.6
41132	38.3	-82.9
41135	38.4	-83.3
41139	38.5	-82.7
41141	38.6	-83.2
41142	38.3	-83.1
41143	38.3	-82.9
41144	38.5	-82.9
41146	38.3	-82.9
41149	38.0	-83.1
41159	38.0	-83.0
41160	38.0	-83.0
41164	38.3	-83.2
41166	38.6	-83.1
41168	38.3	-82.7
41169	38.5	-82.7
41171	38.1	-83.1
41173	38.3	-83.3
41174	38.7	-83.0
41175	38.7	-82.9
41179	38.5	-83.3
41180	38.2	-82.8
41181	38.2	-82.9
41183	38.6	-82.7
41189	38.6	-83.6
41201	38.1	-82.7
41203	37.8	-82.4
41204	37.8	-82.7
41214	37.8	-82.6
41216	37.8	-82.8
41219	37.9	-82.9
41222	37.8	-82.8
41224	37.9	-82.5
41226	38.0	-83.0
41230	38.1	-82.6
41231	37.8	-82.4
41232	37.9	-82.7
41234	37.8	-82.7
41238	37.8	-82.9
41240	37.8	-82.8
41250	37.7	-82.5
41254	37.9	-82.7
41255	37.9	-82.8
41256	37.8	-82.9
41257	37.9	-82.8
41260	37.8	-82.8
41262	37.9	-82.6
41263	37.9	-82.8
41264	37.9	-82.7
41265	37.7	-82.7
41267	37.9	-82.4
41268	37.8	-82.8
41271	37.8	-82.7
41274	37.9	-82.8
41301	37.7	-83.5
41310	37.6	-83.2
41311	37.6	-83.7
41314	37.5	-83.7
41317	37.4	-83.2
41332	37.8	-83.4
41339	37.5	-83.3
41347	37.5	-83.6
41348	37.4	-83.3
41351	37.3	-83.6
41352	37.8	-83.3
41360	37.8	-83.6
41364	37.4	-83.7
41365	37.7	-83.6
41366	37.6	-83.2
41367	37.4	-83.2
41368	37.6	-83.6
41385	37.6	-83.4
41386	37.4	-83.7
41390	37.4	-83.4
41397	37.7	-83.7
41408	37.8	-83.3
41413	38.0	-83.1
41421	38.0	-83.1
41425	37.9	-83.4
41426	37.8	-83.0
41451	37.9	-83.3
41464	37.7	-83.0
41465	37.7	-83.0
41472	37.9	-83.3
41477	37.9	-83.2
41501	37.5	-82.5
41502	37.5	-82.5
41503	37.7	-82.3
41512	37.3	-82.5
41513	37.3	-82.3
41514	37.6	-82.3
41517	37.2	-82.6
41519	37.6	-82.3
41520	37.3	-82.6
41522	37.3	-82.4
41524	37.4	-82.3
41526	37.4	-82.5
41527	37.6	-82.3
41528	37.6	-82.1
41531	37.6	-82.2
41534	37.3	-82.5
41535	37.6	-82.3
41537	37.2	-82.7
41538	37.3	-82.6
41539	37.5	-82.3
41540	37.4	-82.3
41542	37.3	-82.5
41543	37.6	-82.3
41544	37.6	-82.2
41547	37.5	-82.1
41548	37.4	-82.3
41549	37.3	-82.6
41553	37.5	-82.2
41554	37.4	-82.3
41555	37.5	-82.3
41557	37.5	-82.4
41558	37.5	-82.2
41559	37.4	-82.4
41560	37.4	-82.6
41561	37.3	-82.5
41562	37.4	-82.5
41563	37.2	-82.5
41564	37.6	-82.4
41566	37.4	-82.2
41567	37.6	-82.3
41568	37.5	-82.1
41571	37.6	-82.4
41572	37.3	-82.6
41601	37.6	-82.7
41602	37.7	-82.8
41603	37.6	-82.7
41604	37.4	-82.7
41605	37.6	-82.6
41606	37.3	-82.7
41607	37.6	-82.8
41612	37.3	-82.7
41615	37.5	-82.7
41616	37.6	-82.9
41619	37.5	-82.8
41621	37.6	-82.7
41622	37.5	-82.8
41630	37.5	-82.8
41631	37.5	-82.7
41632	37.6	-82.9
41635	37.5	-82.6
41636	37.4	-82.7
41640	37.5	-82.9
41642	37.6	-82.6
41643	37.5	-82.8
41645	37.5	-82.8
41647	37.4	-82.7
41649	37.6	-82.8
41650	37.4	-82.7
41651	37.5	-82.8
41653	37.7	-82.8
41655	37.5	-82.7
41659	37.6	-82.6
41660	37.4	-82.6
41663	37.6	-82.6
41666	37.4	-82.8
41667	37.3	-82.7
41669	37.3	-82.7
41701	37.3	-83.2
41702	37.2	-83.2
41712	37.4	-83.2
41713	37.2	-83.3
41714	37.2	-83.5
41719	37.3	-83.3
41721	37.3	-83.5
41722	37.3	-83.2
41723	37.3	-83.3
41725	37.3	-83.0
41727	37.3	-83.4
41729	37.3	-83.2
41731	37.1	-83.1
41735	37.0	-83.1
41736	37.4	-83.2
41739	37.3	-83.1
41740	37.3	-83.0
41743	37.3	-83.1
41745	37.3	-83.4
41746	37.2	-83.1
41749	37.2	-83.4
41751	37.2	-83.1
41754	37.3	-83.3
41759	37.2	-83.1
41760	37.2	-83.1
41762	37.2	-83.5
41763	37.1	-83.1
41764	37.1	-83.3
41766	37.2	-83.4
41772	37.4	-83.0
41773	37.2	-83.1
41774	37.2	-83.1
41775	37.1	-83.4
41776	37.2	-83.3
41777	37.1	-83.2
41778	37.3	-83.3
41804	37.2	-83.0
41810	37.2	-82.7
41812	37.2	-82.8
41815	37.2	-82.8
41817	37.4	-82.9
41819	37.0	-83.1
41821	37.1	-83.0
41822	37.3	-83.0
41824	37.2	-82.9
41825	37.2	-82.7
41826	37.2	-82.9
41828	37.3	-82.8
41831	37.4	-83.0
41832	37.2	-83.0
41833	37.0	-83.0
41834	37.2	-82.9
41835	37.2	-82.7
41836	37.3	-82.9
41837	37.1	-82.7
41838	37.2	-82.8
41839	37.4	-82.9
41840	37.2	-82.7
41843	37.3	-82.9
41844	37.3	-82.9
41845	37.1	-82.9
41847	37.2	-82.9
41848	37.1	-82.9
41849	37.2	-82.7
41855	37.2	-82.8
41858	37.1	-82.9
41859	37.4	-82.8
41861	37.4	-82.8
41862	37.3	-82.8
42001	37.1	-88.7
42002	37.1	-88.7
42003	37.0	-88.6
42020	36.7	-88.3
42021	36.8	-89.0
42022	37.1	-88.9
42023	36.9	-89.0
42024	37.0	-89.0
42025	36.9	-88.4
42027	36.9	-88.6
42028	37.2	-88.3
42029	37.0	-88.4
42031	36.7	-89.0
42032	36.8	-89.1
42033	37.3	-88.1
42035	36.9	-88.9
42036	36.7	-88.2
42037	37.2	-88.2
42038	37.1	-88.0
42039	36.8	-88.8
42040	36.6	-88.5
42041	36.5	-88.9
42044	37.0	-88.3
42045	37.1	-88.3
42047	37.3	-88.4
42048	36.8	-88.3
42049	36.5	-88.3
42050	36.6	-89.2
42051	36.8	-88.7
42053	37.1	-88.9
42054	36.7	-88.4
42055	37.1	-88.1
42056	37.1	-89.0
42058	37.1	-88.5
42060	37.0	-88.8
42061	36.9	-88.8
42063	36.6	-88.6
42064	37.3	-88.1
42066	36.7	-88.7
42069	36.9	-88.8
42070	36.8	-88.9
42071	36.6	-88.3
42076	36.5	-88.1
42078	37.3	-88.3
42079	36.6	-88.6
42081	37.2	-88.4
42082	36.9	-88.5
42083	37.1	-88.3
42085	36.6	-88.8
42086	37.1	-88.8
42087	37.0	-89.0
42088	36.6	-88.7
42101	37.0	-86.5
42102	36.9	-86.4
42103	37.0	-86.4
42104	36.9	-86.4
42120	36.7	-86.3
42122	36.9	-86.4
42123	36.8	-86.0
42124	36.9	-85.6
42127	37.1	-85.9
42128	37.0	-86.4
42129	37.0	-85.6
42130	36.9	-85.8
42131	36.8	-85.9
42133	36.7	-86.0
42134	36.7	-86.6
42135	36.7	-86.6
42140	36.7	-85.8
42141	37.0	-85.9
42142	37.0	-85.9
42151	36.7	-85.6
42152	37.1	-85.8
42153	36.7	-86.0
42154	37.1	-85.7
42156	36.9	-86.1
42157	36.8	-85.8
42159	37.0	-86.3
42160	37.1	-86.0
42163	37.1	-86.1
42164	36.8	-86.2
42166	36.9	-85.7
42167	36.7	-85.7
42170	36.9	-86.6
42171	37.1	-86.2
42201	37.3	-86.7
42202	36.7	-86.9
42204	36.7	-87.1
42206	36.9	-86.7
42207	37.3	-86.3
42210	37.2	-86.3
42211	36.8	-87.8
42214	37.1	-85.7
42215	36.9	-87.7
42216	37.0	-87.2
42217	37.0	-87.5
42219	37.2	-86.8
42220	36.9	-87.2
42221	36.8	-87.3
42223	36.7	-87.5
42232	36.9	-87.7
42234	36.7	-87.2
42236	36.7	-87.6
42240	36.9	-87.5
42241	36.9	-87.5
42252	37.2	-86.5
42254	36.7	-87.7
42256	37.0	-87.0
42259	37.3	-86.2
42261	37.2	-86.7
42262	36.7	-87.4
42265	36.8	-87.0
42266	36.8	-87.4
42273	37.2	-86.9
42274	36.9	-86.6
42275	37.3	-86.4
42276	36.8	-86.9
42280	36.9	-87.1
42285	37.3	-86.3
42286	36.7	-87.3
42288	37.2	-86.6
42301	37.8	-87.2
42302	37.7	-87.1
42303	37.8	-87.1
42304	37.7	-87.1
42320	37.4	-86.9
42321	37.2	-87.1
42322	37.6	-87.4
42323	37.2	-87.0
42324	37.2	-87.0
42325	37.3	-87.2
42326	37.2	-87.0
42327	37.6	-87.3
42328	37.4	-87.0
42330	37.3	-87.1
42332	37.3	-87.1
42333	37.3	-86.8
42334	37.7	-87.3
42337	37.2	-87.0
42338	37.6	-86.8
42339	37.1	-87.0
42343	37.6	-86.7
42344	37.2	-87.3
42345	37.2	-87.2
42347	37.5	-86.9
42348	37.9	-86.8
42349	37.4	-86.7
42350	37.4	-87.2
42351	37.9	-86.9
42352	37.5	-87.1
42354	37.4	-86.9
42355	37.8	-87.0
42356	37.7	-87.3
42361	37.5	-86.7
42364	37.8	-86.8
42366	37.7	-86.9
42367	37.2	-87.2
42368	37.7	-86.7
42369	37.4	-87.0
42370	37.4	-86.7
42371	37.5	-87.3
42372	37.4	-87.3
42374	37.3	-87.1
42376	37.6	-87.1
42377	37.7	-87.3
42378	37.7	-86.9
42402	37.9	-87.5
42404	37.5	-87.8
42406	37.7	-87.7
42408	37.2	-87.7
42409	37.5	-87.7
42410	37.3	-87.5
42411	37.2	-88.0
42413	37.4	-87.5
42419	37.8	-87.6
42420	37.8	-87.6
42431	37.3	-87.5
42436	37.4	-87.6
42437	37.7	-87.9
42440	37.2	-87.5
42441	37.4	-87.7
42442	37.2	-87.5
42444	37.6	-87.6
42445	37.1	-87.9
42450	37.4	-87.8
42451	37.9	-87.4
42452	37.7	-87.5
42453	37.2	-87.6
42455	37.6	-87.5
42456	37.5	-87.5
42457	37.8	-87.8
42458	37.8	-87.4
42459	37.5	-88.0
42460	37.5	-87.9
42461	37.8	-87.9
42462	37.7	-87.8
42463	37.5	-87.9
42464	37.2	-87.4
42501	37.1	-84.5
42502	37.1	-84.6
42503	37.2	-84.5
42516	37.2	-84.8
42518	37.0	-84.6
42519	36.9	-84.5
42528	37.2	-85.0
42533	37.1	-84.6
42539	37.3	-85.0
42541	37.4	-84.8
42544	37.1	-84.7
42553	37.2	-84.6
42558	36.9	-84.6
42564	37.1	-84.6
42565	37.2	-84.9
42566	37.3	-84.8
42567	37.3	-84.6
42602	36.7	-85.1
42603	36.8	-85.0
42629	37.0	-85.1
42631	36.7	-84.5
42633	36.9	-84.8
42634	36.8	-84.4
42635	36.7	-84.4
42638	36.7	-84.5
42642	37.1	-85.0
42647	36.7	-84.5
42649	36.6	-84.4
42653	36.7	-84.5
42701	37.7	-85.9
42702	37.7	-85.9
42712	37.5	-86.1
42713	37.4	-85.9
42715	37.0	-85.4
42716	37.5	-85.7
42717	36.8	-85.4
42718	37.3	-85.4
42719	37.3	-85.3
42720	37.2	-85.3
42721	37.4	-86.5
42722	37.3	-85.7
42724	37.7	-86.1
42726	37.4	-86.2
42728	37.1	-85.3
42729	37.3	-86.1
42732	37.6	-86.1
42733	37.3	-85.2
42740	37.6	-85.9
42741	37.0	-85.2
42742	37.1	-85.5
42743	37.2	-85.5
42746	37.2	-85.8
42748	37.6	-85.7
42749	37.2	-85.9
42753	37.2	-85.2
42754	37.5	-86.3
42755	37.5	-86.3
42757	37.4	-85.7
42758	37.4	-85.2
42759	36.8	-85.5
42762	37.4	-86.4
42764	37.4	-85.6
42765	37.3	-85.9
42776	37.5	-85.9
42782	37.3	-85.6
42784	37.5	-85.9
42788	37.5	-86.0
43001	40.1	-82.6
43002	40.1	-83.2
43003	40.4	-83.0
43004	40.0	-82.8
43005	40.3	-82.3
43006	40.5	-82.2
43007	40.3	-83.4
43008	39.9	-82.5
43009	40.2	-83.6
43010	40.0	-83.6
43011	40.3	-82.7
43013	40.2	-82.7
43014	40.5	-82.3
43015	40.3	-83.1
43016	40.1	-83.2
43017	40.1	-83.1
43018	40.0	-82.7
43019	40.5	-82.6
43021	40.2	-82.9
43022	40.4	-82.4
43023	40.1	-82.5
43025	40.0	-82.5
43026	40.0	-83.1
43027	40.3	-82.5
43028	40.4	-82.3
43029	40.1	-83.5
43030	40.0	-82.4
43031	40.1	-82.7
43032	40.3	-83.0
43033	40.0	-82.6
43035	40.2	-83.0
43036	40.4	-83.3
43037	40.3	-82.4
43040	40.2	-83.4
43041	40.2	-83.4
43044	40.1	-83.6
43045	40.2	-83.4
43046	39.9	-82.5
43047	40.2	-83.6
43048	40.3	-82.6
43050	40.4	-82.5
43054	40.1	-82.8
43055	40.1	-82.4
43056	40.0	-82.4
43058	40.1	-82.4
43060	40.2	-83.6
43061	40.3	-83.2
43062	40.0	-82.7
43064	40.1	-83.3
43065	40.2	-83.1
43066	40.4	-83.2
43067	40.3	-83.5
43068	40.0	-82.8
43069	40.0	-82.8
43070	40.2	-84.0
43071	40.2	-82.4
43072	40.1	-84.0
43073	40.0	-82.8
43074	40.3	-82.9
43076	39.9	-82.4
